"","time","variable","I","group"
"78",77,"I_i",0.000156795818086491,"Coverage_70_simple_180"
"79",78,"I_i",0.000148087392500562,"Coverage_70_simple_180"
"80",79,"I_i",0.000139765789465573,"Coverage_70_simple_180"
"81",80,"I_i",0.000131818435435376,"Coverage_70_simple_180"
"82",81,"I_i",0.000124232940305531,"Coverage_70_simple_180"
"83",82,"I_i",0.000116997095241724,"Coverage_70_simple_180"
"84",83,"I_i",0.000110098891138781,"Coverage_70_simple_180"
"85",84,"I_i",0.000103526529562742,"Coverage_70_simple_180"
"86",85,"I_i",9.72684143767577e-05,"Coverage_70_simple_180"
"87",86,"I_i",9.13132023039366e-05,"Coverage_70_simple_180"
"88",87,"I_i",8.56497581494341e-05,"Coverage_70_simple_180"
"89",88,"I_i",8.02671803484722e-05,"Coverage_70_simple_180"
"90",89,"I_i",7.51548090960233e-05,"Coverage_70_simple_180"
"91",90,"I_i",7.03055542596852e-05,"Coverage_70_simple_180"
"92",91,"I_i",6.74509746575015e-05,"Coverage_70_simple_180"
"93",92,"I_i",6.46931802198196e-05,"Coverage_70_simple_180"
"94",93,"I_i",6.20297692988667e-05,"Coverage_70_simple_180"
"95",94,"I_i",5.94584169848781e-05,"Coverage_70_simple_180"
"96",95,"I_i",5.69768116931707e-05,"Coverage_70_simple_180"
"97",96,"I_i",5.45826575563357e-05,"Coverage_70_simple_180"
"98",97,"I_i",5.22736771823335e-05,"Coverage_70_simple_180"
"99",98,"I_i",5.00476126908159e-05,"Coverage_70_simple_180"
"100",99,"I_i",4.79022280932612e-05,"Coverage_70_simple_180"
"101",100,"I_i",4.58353114625844e-05,"Coverage_70_simple_180"
"102",101,"I_i",4.38446751011329e-05,"Coverage_70_simple_180"
"103",102,"I_i",4.19281613630154e-05,"Coverage_70_simple_180"
"104",103,"I_i",4.00836400618729e-05,"Coverage_70_simple_180"
"105",104,"I_i",3.83090108581209e-05,"Coverage_70_simple_180"
"106",105,"I_i",3.66022046563918e-05,"Coverage_70_simple_180"
"107",106,"I_i",3.49611848162842e-05,"Coverage_70_simple_180"
"108",107,"I_i",3.33839481105471e-05,"Coverage_70_simple_180"
"109",108,"I_i",3.18685256223132e-05,"Coverage_70_simple_180"
"110",109,"I_i",3.04129835653339e-05,"Coverage_70_simple_180"
"111",110,"I_i",2.90154239992535e-05,"Coverage_70_simple_180"
"112",111,"I_i",2.76739854538109e-05,"Coverage_70_simple_180"
"113",112,"I_i",2.63868434647791e-05,"Coverage_70_simple_180"
"114",113,"I_i",2.51522110247999e-05,"Coverage_70_simple_180"
"115",114,"I_i",2.39683389530355e-05,"Coverage_70_simple_180"
"116",115,"I_i",2.28335161872344e-05,"Coverage_70_simple_180"
"117",116,"I_i",2.17460699971851e-05,"Coverage_70_simple_180"
"118",117,"I_i",2.07043661486488e-05,"Coverage_70_simple_180"
"119",118,"I_i",1.97068089697485e-05,"Coverage_70_simple_180"
"120",119,"I_i",1.87518413613201e-05,"Coverage_70_simple_180"
"121",120,"I_i",1.78379447681141e-05,"Coverage_70_simple_180"
"122",121,"I_i",1.69636390748366e-05,"Coverage_70_simple_180"
"123",122,"I_i",1.61274824496767e-05,"Coverage_70_simple_180"
"124",123,"I_i",1.53280711434157e-05,"Coverage_70_simple_180"
"125",124,"I_i",1.45640392411536e-05,"Coverage_70_simple_180"
"126",125,"I_i",1.38340583644109e-05,"Coverage_70_simple_180"
"127",126,"I_i",1.31368373316434e-05,"Coverage_70_simple_180"
"128",127,"I_i",1.2471122663443e-05,"Coverage_70_simple_180"
"129",128,"I_i",1.18356961158637e-05,"Coverage_70_simple_180"
"130",129,"I_i",1.1229375161826e-05,"Coverage_70_simple_180"
"131",130,"I_i",1.06510132461468e-05,"Coverage_70_simple_180"
"132",131,"I_i",1.00994988750603e-05,"Coverage_70_simple_180"
"133",132,"I_i",9.57375502755072e-06,"Coverage_70_simple_180"
"134",133,"I_i",9.07273859761442e-06,"Coverage_70_simple_180"
"135",134,"I_i",8.59543982356979e-06,"Coverage_70_simple_180"
"136",135,"I_i",8.14088169793079e-06,"Coverage_70_simple_180"
"137",136,"I_i",7.70811936058021e-06,"Coverage_70_simple_180"
"138",137,"I_i",7.29623947746694e-06,"Coverage_70_simple_180"
"139",138,"I_i",6.90435960668706e-06,"Coverage_70_simple_180"
"140",139,"I_i",6.53162755378346e-06,"Coverage_70_simple_180"
"141",140,"I_i",6.17722071801657e-06,"Coverage_70_simple_180"
"142",141,"I_i",5.84034543127406e-06,"Coverage_70_simple_180"
"143",142,"I_i",5.52023629120651e-06,"Coverage_70_simple_180"
"144",143,"I_i",5.21615549009556e-06,"Coverage_70_simple_180"
"145",144,"I_i",4.92739214088246e-06,"Coverage_70_simple_180"
"146",145,"I_i",4.65326160170755e-06,"Coverage_70_simple_180"
"147",146,"I_i",4.39310400989122e-06,"Coverage_70_simple_180"
"148",147,"I_i",4.14624185428617e-06,"Coverage_70_simple_180"
"149",148,"I_i",3.9121071288265e-06,"Coverage_70_simple_180"
"150",149,"I_i",3.69011950123575e-06,"Coverage_70_simple_180"
"151",150,"I_i",3.47971539922962e-06,"Coverage_70_simple_180"
"152",151,"I_i",3.28035338968977e-06,"Coverage_70_simple_180"
"153",152,"I_i",3.09151359818501e-06,"Coverage_70_simple_180"
"154",153,"I_i",2.91269707161998e-06,"Coverage_70_simple_180"
"155",154,"I_i",2.74342513905392e-06,"Coverage_70_simple_180"
"156",155,"I_i",2.58323878164539e-06,"Coverage_70_simple_180"
"157",156,"I_i",2.43169801115543e-06,"Coverage_70_simple_180"
"158",157,"I_i",2.2883812574962e-06,"Coverage_70_simple_180"
"159",158,"I_i",2.15288476587606e-06,"Coverage_70_simple_180"
"160",159,"I_i",2.02482200403137e-06,"Coverage_70_simple_180"
"161",160,"I_i",1.90382307998156e-06,"Coverage_70_simple_180"
"162",161,"I_i",1.78953417069482e-06,"Coverage_70_simple_180"
"163",162,"I_i",1.68161696200368e-06,"Coverage_70_simple_180"
"164",163,"I_i",1.57974810006528e-06,"Coverage_70_simple_180"
"165",164,"I_i",1.48361865461788e-06,"Coverage_70_simple_180"
"166",165,"I_i",1.39293359424533e-06,"Coverage_70_simple_180"
"167",166,"I_i",1.30741127382227e-06,"Coverage_70_simple_180"
"168",167,"I_i",1.22678293427733e-06,"Coverage_70_simple_180"
"169",168,"I_i",1.15079221477715e-06,"Coverage_70_simple_180"
"170",169,"I_i",1.07919467740222e-06,"Coverage_70_simple_180"
"171",170,"I_i",1.01175734435525e-06,"Coverage_70_simple_180"
"172",171,"I_i",9.48258247714929e-07,"Coverage_70_simple_180"
"173",172,"I_i",8.88485991721107e-07,"Coverage_70_simple_180"
"174",173,"I_i",8.32239327553283e-07,"Coverage_70_simple_180"
"175",174,"I_i",7.79326740541101e-07,"Coverage_70_simple_180"
"176",175,"I_i",7.29566049724478e-07,"Coverage_70_simple_180"
"177",176,"I_i",6.82784019661294e-07,"Coverage_70_simple_180"
"178",177,"I_i",6.3881598436249e-07,"Coverage_70_simple_180"
"179",178,"I_i",5.97505483217807e-07,"Coverage_70_simple_180"
"180",179,"I_i",5.58703908760146e-07,"Coverage_70_simple_180"
"181",180,"I_i",5.22281904972278e-07,"Coverage_70_simple_180"
"182",181,"I_i",5.92657644530511e-07,"Coverage_70_simple_180"
"183",182,"I_i",6.71778942322683e-07,"Coverage_70_simple_180"
"184",183,"I_i",7.60571850897085e-07,"Coverage_70_simple_180"
"185",184,"I_i",8.60060078122933e-07,"Coverage_70_simple_180"
"186",185,"I_i",9.71384143292227e-07,"Coverage_70_simple_180"
"187",186,"I_i",1.09578612356163e-06,"Coverage_70_simple_180"
"188",187,"I_i",1.23461700089167e-06,"Coverage_70_simple_180"
"189",188,"I_i",1.38934365896382e-06,"Coverage_70_simple_180"
"190",189,"I_i",1.56155592878167e-06,"Coverage_70_simple_180"
"191",190,"I_i",1.75297372397163e-06,"Coverage_70_simple_180"
"192",191,"I_i",1.96545421972753e-06,"Coverage_70_simple_180"
"193",192,"I_i",2.20099902385211e-06,"Coverage_70_simple_180"
"194",193,"I_i",2.4617612822644e-06,"Coverage_70_simple_180"
"195",194,"I_i",2.75005265477885e-06,"Coverage_70_simple_180"
"196",195,"I_i",3.06835009024859e-06,"Coverage_70_simple_180"
"197",196,"I_i",3.4193023233615e-06,"Coverage_70_simple_180"
"198",197,"I_i",3.80573600855099e-06,"Coverage_70_simple_180"
"199",198,"I_i",4.23066139970984e-06,"Coverage_70_simple_180"
"200",199,"I_i",4.69727747775982e-06,"Coverage_70_simple_180"
"201",200,"I_i",5.20897642172562e-06,"Coverage_70_simple_180"
"202",201,"I_i",5.76934731289055e-06,"Coverage_70_simple_180"
"203",202,"I_i",6.38217895598318e-06,"Coverage_70_simple_180"
"204",203,"I_i",7.05146169627506e-06,"Coverage_70_simple_180"
"205",204,"I_i",7.78138810708361e-06,"Coverage_70_simple_180"
"206",205,"I_i",8.57630124273532e-06,"Coverage_70_simple_180"
"207",206,"I_i",9.44057029207428e-06,"Coverage_70_simple_180"
"208",207,"I_i",1.0379091256597e-05,"Coverage_70_simple_180"
"209",208,"I_i",1.13970502182739e-05,"Coverage_70_simple_180"
"210",209,"I_i",1.24995330082033e-05,"Coverage_70_simple_180"
"211",210,"I_i",1.3691879557208e-05,"Coverage_70_simple_180"
"212",211,"I_i",1.4979593280125e-05,"Coverage_70_simple_180"
"213",212,"I_i",1.636832827862e-05,"Coverage_70_simple_180"
"214",213,"I_i",1.78638750775817e-05,"Coverage_70_simple_180"
"215",214,"I_i",1.94721427898263e-05,"Coverage_70_simple_180"
"216",215,"I_i",2.11991389491802e-05,"Coverage_70_simple_180"
"217",216,"I_i",2.30509468064156e-05,"Coverage_70_simple_180"
"218",217,"I_i",2.50337000144947e-05,"Coverage_70_simple_180"
"219",218,"I_i",2.7153554664659e-05,"Coverage_70_simple_180"
"220",219,"I_i",2.94166586515434e-05,"Coverage_70_simple_180"
"221",220,"I_i",3.18291183685846e-05,"Coverage_70_simple_180"
"222",221,"I_i",3.43970290519897e-05,"Coverage_70_simple_180"
"223",222,"I_i",3.71264089151415e-05,"Coverage_70_simple_180"
"224",223,"I_i",4.00230552925342e-05,"Coverage_70_simple_180"
"225",224,"I_i",4.30922167382621e-05,"Coverage_70_simple_180"
"226",225,"I_i",4.63389792713185e-05,"Coverage_70_simple_180"
"227",226,"I_i",4.97685473604979e-05,"Coverage_70_simple_180"
"228",227,"I_i",5.33858220865181e-05,"Coverage_70_simple_180"
"229",228,"I_i",5.71949829305185e-05,"Coverage_70_simple_180"
"230",229,"I_i",6.1199863358591e-05,"Coverage_70_simple_180"
"231",230,"I_i",6.54037932818616e-05,"Coverage_70_simple_180"
"232",231,"I_i",6.98095463618076e-05,"Coverage_70_simple_180"
"233",232,"I_i",7.44192874017807e-05,"Coverage_70_simple_180"
"234",233,"I_i",7.92345178781722e-05,"Coverage_70_simple_180"
"235",234,"I_i",8.42560223933342e-05,"Coverage_70_simple_180"
"236",235,"I_i",8.94838162809867e-05,"Coverage_70_simple_180"
"237",236,"I_i",9.49170948455997e-05,"Coverage_70_simple_180"
"238",237,"I_i",0.000100554184777045,"Coverage_70_simple_180"
"239",238,"I_i",0.00010639249828765,"Coverage_70_simple_180"
"240",239,"I_i",0.000112428490530748,"Coverage_70_simple_180"
"241",240,"I_i",0.000118657620866089,"Coverage_70_simple_180"
"242",241,"I_i",0.000125074318537378,"Coverage_70_simple_180"
"243",242,"I_i",0.000131671953320642,"Coverage_70_simple_180"
"244",243,"I_i",0.00013844281168866,"Coverage_70_simple_180"
"245",244,"I_i",0.000145378077752619,"Coverage_70_simple_180"
"246",245,"I_i",0.000152467867903966,"Coverage_70_simple_180"
"247",246,"I_i",0.000159701117213277,"Coverage_70_simple_180"
"248",247,"I_i",0.000167065635104909,"Coverage_70_simple_180"
"249",248,"I_i",0.000174548171336255,"Coverage_70_simple_180"
"250",249,"I_i",0.000182134386658997,"Coverage_70_simple_180"
"251",250,"I_i",0.000189808862279924,"Coverage_70_simple_180"
"252",251,"I_i",0.00019755517743027,"Coverage_70_simple_180"
"253",252,"I_i",0.000205355953659721,"Coverage_70_simple_180"
"254",253,"I_i",0.000213192876500057,"Coverage_70_simple_180"
"255",254,"I_i",0.000221046798000226,"Coverage_70_simple_180"
"256",255,"I_i",0.000228897726010889,"Coverage_70_simple_180"
"257",256,"I_i",0.000236724951142407,"Coverage_70_simple_180"
"258",257,"I_i",0.000244507172604245,"Coverage_70_simple_180"
"259",258,"I_i",0.000252222548428593,"Coverage_70_simple_180"
"260",259,"I_i",0.000259848794369588,"Coverage_70_simple_180"
"261",260,"I_i",0.000267363308210007,"Coverage_70_simple_180"
"262",261,"I_i",0.000274743277008231,"Coverage_70_simple_180"
"263",262,"I_i",0.000281965780732971,"Coverage_70_simple_180"
"264",263,"I_i",0.000289007918513288,"Coverage_70_simple_180"
"265",264,"I_i",0.000295846934192377,"Coverage_70_simple_180"
"266",265,"I_i",0.000302460341007341,"Coverage_70_simple_180"
"267",266,"I_i",0.000308826047828291,"Coverage_70_simple_180"
"268",267,"I_i",0.000314922485381949,"Coverage_70_simple_180"
"269",268,"I_i",0.000320728731353872,"Coverage_70_simple_180"
"270",269,"I_i",0.000326224633329604,"Coverage_70_simple_180"
"271",270,"I_i",0.000331376764143468,"Coverage_70_simple_180"
"272",271,"I_i",0.000336398078443065,"Coverage_70_simple_180"
"273",272,"I_i",0.000341472203123647,"Coverage_70_simple_180"
"274",273,"I_i",0.000346598339577232,"Coverage_70_simple_180"
"275",274,"I_i",0.000351775762642038,"Coverage_70_simple_180"
"276",275,"I_i",0.00035700369902125,"Coverage_70_simple_180"
"277",276,"I_i",0.000362281364954524,"Coverage_70_simple_180"
"278",277,"I_i",0.000367607961344814,"Coverage_70_simple_180"
"279",278,"I_i",0.000372982669513333,"Coverage_70_simple_180"
"280",279,"I_i",0.000378404647484231,"Coverage_70_simple_180"
"281",280,"I_i",0.000383873026632872,"Coverage_70_simple_180"
"282",281,"I_i",0.000389386908657661,"Coverage_70_simple_180"
"283",282,"I_i",0.000394945362841778,"Coverage_70_simple_180"
"284",283,"I_i",0.000400547423575121,"Coverage_70_simple_180"
"285",284,"I_i",0.000406192088110629,"Coverage_70_simple_180"
"286",285,"I_i",0.000411878314532649,"Coverage_70_simple_180"
"287",286,"I_i",0.000417605019918008,"Coverage_70_simple_180"
"288",287,"I_i",0.000423371078673155,"Coverage_70_simple_180"
"289",288,"I_i",0.000429175321033076,"Coverage_70_simple_180"
"290",289,"I_i",0.00043501662765049,"Coverage_70_simple_180"
"291",290,"I_i",0.000440893471133521,"Coverage_70_simple_180"
"292",291,"I_i",0.000446804942270441,"Coverage_70_simple_180"
"293",292,"I_i",0.00045274941108254,"Coverage_70_simple_180"
"294",293,"I_i",0.000458725404308059,"Coverage_70_simple_180"
"295",294,"I_i",0.000464731778536094,"Coverage_70_simple_180"
"296",295,"I_i",0.000470766598199117,"Coverage_70_simple_180"
"297",296,"I_i",0.000476828518445722,"Coverage_70_simple_180"
"298",297,"I_i",0.00048291592623275,"Coverage_70_simple_180"
"299",298,"I_i",0.000489027156322163,"Coverage_70_simple_180"
"300",299,"I_i",0.000495160491048951,"Coverage_70_simple_180"
"301",300,"I_i",0.000501314160173267,"Coverage_70_simple_180"
"302",301,"I_i",0.000507486340851756,"Coverage_70_simple_180"
"303",302,"I_i",0.000513675157704769,"Coverage_70_simple_180"
"304",303,"I_i",0.000519878682979046,"Coverage_70_simple_180"
"305",304,"I_i",0.000526094936806056,"Coverage_70_simple_180"
"306",305,"I_i",0.00053232188755626,"Coverage_70_simple_180"
"307",306,"I_i",0.000538557452289689,"Coverage_70_simple_180"
"308",307,"I_i",0.000544799497303318,"Coverage_70_simple_180"
"309",308,"I_i",0.000551045838775766,"Coverage_70_simple_180"
"310",309,"I_i",0.000557294243509871,"Coverage_70_simple_180"
"311",310,"I_i",0.000563542429773678,"Coverage_70_simple_180"
"312",311,"I_i",0.000569788068240359,"Coverage_70_simple_180"
"313",312,"I_i",0.00057602878302749,"Coverage_70_simple_180"
"314",313,"I_i",0.000582262152836054,"Coverage_70_simple_180"
"315",314,"I_i",0.000588485712189423,"Coverage_70_simple_180"
"316",315,"I_i",0.000594696952772441,"Coverage_70_simple_180"
"317",316,"I_i",0.000600893324870596,"Coverage_70_simple_180"
"318",317,"I_i",0.000607072238909094,"Coverage_70_simple_180"
"319",318,"I_i",0.000613231067091492,"Coverage_70_simple_180"
"320",319,"I_i",0.000619367145137332,"Coverage_70_simple_180"
"321",320,"I_i",0.000625477774118035,"Coverage_70_simple_180"
"322",321,"I_i",0.00063156022239008,"Coverage_70_simple_180"
"323",322,"I_i",0.000637611727624288,"Coverage_70_simple_180"
"324",323,"I_i",0.000643629498929767,"Coverage_70_simple_180"
"325",324,"I_i",0.000649610719070863,"Coverage_70_simple_180"
"326",325,"I_i",0.000655552546775177,"Coverage_70_simple_180"
"327",326,"I_i",0.000661452336449821,"Coverage_70_simple_180"
"328",327,"I_i",0.000667306603833914,"Coverage_70_simple_180"
"329",328,"I_i",0.000673113349782898,"Coverage_70_simple_180"
"330",329,"I_i",0.000678869045877445,"Coverage_70_simple_180"
"331",330,"I_i",0.000684570871248466,"Coverage_70_simple_180"
"332",331,"I_i",0.000690215893315259,"Coverage_70_simple_180"
"333",332,"I_i",0.000695801173916519,"Coverage_70_simple_180"
"334",333,"I_i",0.000701323772254349,"Coverage_70_simple_180"
"335",334,"I_i",0.0007067807479695,"Coverage_70_simple_180"
"336",335,"I_i",0.000712169163848462,"Coverage_70_simple_180"
"337",336,"I_i",0.00071748608928515,"Coverage_70_simple_180"
"338",337,"I_i",0.000722728603746546,"Coverage_70_simple_180"
"339",338,"I_i",0.000727893799348259,"Coverage_70_simple_180"
"340",339,"I_i",0.000732978784038258,"Coverage_70_simple_180"
"341",340,"I_i",0.00073798068642507,"Coverage_70_simple_180"
"342",341,"I_i",0.000742896656615525,"Coverage_70_simple_180"
"343",342,"I_i",0.000747723870954333,"Coverage_70_simple_180"
"344",343,"I_i",0.000752459535356136,"Coverage_70_simple_180"
"345",344,"I_i",0.000757100886468023,"Coverage_70_simple_180"
"346",345,"I_i",0.000761645198249115,"Coverage_70_simple_180"
"347",346,"I_i",0.000766089786117249,"Coverage_70_simple_180"
"348",347,"I_i",0.000770432006050944,"Coverage_70_simple_180"
"349",348,"I_i",0.000774669259234063,"Coverage_70_simple_180"
"350",349,"I_i",0.000778798999251491,"Coverage_70_simple_180"
"351",350,"I_i",0.000782818728971876,"Coverage_70_simple_180"
"352",351,"I_i",0.00078672600761264,"Coverage_70_simple_180"
"353",352,"I_i",0.000790518452537697,"Coverage_70_simple_180"
"354",353,"I_i",0.000794193743507873,"Coverage_70_simple_180"
"355",354,"I_i",0.000797749625107026,"Coverage_70_simple_180"
"356",355,"I_i",0.000801183909695834,"Coverage_70_simple_180"
"357",356,"I_i",0.00080449448029098,"Coverage_70_simple_180"
"358",357,"I_i",0.000807679293362739,"Coverage_70_simple_180"
"359",358,"I_i",0.000810736381544678,"Coverage_70_simple_180"
"360",359,"I_i",0.000813663856249202,"Coverage_70_simple_180"
"361",360,"I_i",0.000816459910182944,"Coverage_70_simple_180"
"362",361,"I_i",0.000819122819756182,"Coverage_70_simple_180"
"363",362,"I_i",0.000821650947380685,"Coverage_70_simple_180"
"364",363,"I_i",0.000824042743650668,"Coverage_70_simple_180"
"365",364,"I_i",0.000826296749401787,"Coverage_70_simple_180"
"366",365,"I_i",0.000828411597643402,"Coverage_70_simple_180"
"367",0,"vac_total_i",0,"Coverage_70_simple_180"
"368",1,"vac_total_i",0.00259259259259259,"Coverage_70_simple_180"
"369",2,"vac_total_i",0.00518518518518519,"Coverage_70_simple_180"
"370",3,"vac_total_i",0.00777777777777778,"Coverage_70_simple_180"
"371",4,"vac_total_i",0.0103703703703704,"Coverage_70_simple_180"
"372",5,"vac_total_i",0.012962962962963,"Coverage_70_simple_180"
"373",6,"vac_total_i",0.0155555555555556,"Coverage_70_simple_180"
"374",7,"vac_total_i",0.0181481481481481,"Coverage_70_simple_180"
"375",8,"vac_total_i",0.0207407407407407,"Coverage_70_simple_180"
"376",9,"vac_total_i",0.0233333333333333,"Coverage_70_simple_180"
"377",10,"vac_total_i",0.0259259259259259,"Coverage_70_simple_180"
"378",11,"vac_total_i",0.0285185185185185,"Coverage_70_simple_180"
"379",12,"vac_total_i",0.0311111111111111,"Coverage_70_simple_180"
"380",13,"vac_total_i",0.0337037037037037,"Coverage_70_simple_180"
"381",14,"vac_total_i",0.0362962962962963,"Coverage_70_simple_180"
"382",15,"vac_total_i",0.0388888888888889,"Coverage_70_simple_180"
"383",16,"vac_total_i",0.0414814814814815,"Coverage_70_simple_180"
"384",17,"vac_total_i",0.0440740740740741,"Coverage_70_simple_180"
"385",18,"vac_total_i",0.0466666666666667,"Coverage_70_simple_180"
"386",19,"vac_total_i",0.0492592592592593,"Coverage_70_simple_180"
"387",20,"vac_total_i",0.0518518518518519,"Coverage_70_simple_180"
"388",21,"vac_total_i",0.0544444444444444,"Coverage_70_simple_180"
"389",22,"vac_total_i",0.057037037037037,"Coverage_70_simple_180"
"390",23,"vac_total_i",0.0596296296296296,"Coverage_70_simple_180"
"391",24,"vac_total_i",0.0622222222222222,"Coverage_70_simple_180"
"392",25,"vac_total_i",0.0648148148148148,"Coverage_70_simple_180"
"393",26,"vac_total_i",0.0674074074074074,"Coverage_70_simple_180"
"394",27,"vac_total_i",0.07,"Coverage_70_simple_180"
"395",28,"vac_total_i",0.0725925925925926,"Coverage_70_simple_180"
"396",29,"vac_total_i",0.0751851851851852,"Coverage_70_simple_180"
"397",30,"vac_total_i",0.0777777777777778,"Coverage_70_simple_180"
"398",31,"vac_total_i",0.0803703703703704,"Coverage_70_simple_180"
"399",32,"vac_total_i",0.082962962962963,"Coverage_70_simple_180"
"400",33,"vac_total_i",0.0855555555555556,"Coverage_70_simple_180"
"401",34,"vac_total_i",0.0881481481481482,"Coverage_70_simple_180"
"402",35,"vac_total_i",0.0907407407407407,"Coverage_70_simple_180"
"403",36,"vac_total_i",0.0933333333333334,"Coverage_70_simple_180"
"404",37,"vac_total_i",0.0959259259259259,"Coverage_70_simple_180"
"405",38,"vac_total_i",0.0985185185185185,"Coverage_70_simple_180"
"406",39,"vac_total_i",0.101111111111111,"Coverage_70_simple_180"
"407",40,"vac_total_i",0.103703703703704,"Coverage_70_simple_180"
"408",41,"vac_total_i",0.106296296296296,"Coverage_70_simple_180"
"409",42,"vac_total_i",0.108888888888889,"Coverage_70_simple_180"
"410",43,"vac_total_i",0.111481481481482,"Coverage_70_simple_180"
